0,040456	0,027961	0,052459	0,061172	0,081724	0,035031	0,031907	0,016781		
0,035853	0,0018191	0,044073	0,017274	0,021056	0,04095	0,029769	0,032564		
0,031085	-0,0138	0,037497	0,069886	-0,0078813	0,024673	0,023522	0,025495		
0,045553	-0,036489	0,049499	0,033058	0,021056	0,01415	0,02533	0,041443		
0,070051	-0,043724	0,076956	0,059528	0,020233	0,036839	0,036182	0,0052718		
0,13056	-0,0406	0,029769	0,016288	0,017438	0,013986	0,038483	0,033715		
0,18629	-0,062138	0,032071	0,025495	0,039141	0,027796	0,022206	-0,015444		
0,12217	-0,01676	0,045224	0,014808	0,020069	0,027139	0,030756	0,024179		
0,034537	0,0060938	0,069064	0,023028	0,024837	0,017438	0,0098754	0,03388		
-0,076606	0,020398	0,040292	0,021056	0,04358	0,029934	0,045389	0,043745		
-0,28459	0,078765	-0,0050863	0,045882	0,036346	0,055582	0,03651	0,058049		
-0,31977	0,10951	-0,01117	0,062488	0,036182	0,034537	0,057555	0,079916		
-0,11722	0,096028	0,028619	0,042758	0,035524	0,018918	0,046046	0,040785		
0,088465	0,065776	0,072517	0,034209	0,03651	0,0088889	0,039963	0,010697		
0,17232	0,054596	0,035688	0,03092	0,013821	0,014808	0,017438	0,013657		
0,15949	0,065447	0,053116	0,060186	0,028619	0,035688	0,03651	-0,0055795		
0,13335	0,067749	0,040456	0,025659	0,027796	0,024179	0,025659	0,016288		
0,083368	0,095535	0,054103	0,029441	0,039634	0,022042	0,044731	0,012342		
0,058706	0,068407	0,0083956	0,020727	0,062981	0,01711	0,023193	0,0067515		
0,034866	0,046046	0,00066819	0,050979	0,02533	0,019083	0,015301	0,023357		
0,039141	0,043416	0,0092177	0,033551	0,042265	0,038812	0,014315	0,029769		
0,020891	0,043745	0,02681	0,023851	0,034373	0,017274	0,025001	0,021549		
0,011355	0,044567	0,03799	0,03536	0,040456	0,021549	0,034702	0,033551		
0,018425	0,06594	0,018754	0,048348	0,029276	0,017438	0,039799	0,018918		
0,018918	0,073668	0,0082312	0,024344	0,014479	0,026646	0,051636	0,034373		
0,029769	0,050321	0,0227	0,021713	0,024508	0,031578	0,029934	0,015137		
0,039799	0,040621	0,042923	0,03388	0,025988	0,021549	0,019905	0,037168		
0,023522	0,044402	0,034209	0,036839	0,047691	0,0070803	0,036182	0,026481		
0,01826	0,062981	0,013657	0,025001	0,031249	0,01152	0,025988	0,035524		
0,03092	0,062652	0,028619	0,0098754	0,018754	0,022042	0,029112	0,03651		
0,0090533	0,045553	0,041607	0,034373	0,021056	0,020233	0,042429	0,039305		
0,022864	0,058706	0,045553	0,06035	0,065776	0,036017	0,024837	0,013492		
0,024179	0,045553	0,017932	0,024344	0,028125	0,018754	0,016945	0,034866		
-0,0036066	0,058213	0,01826	0,029605	0,014315	0,0065871	0,022864	0,025824		
0,023028	0,062323	0,029112	0,033715	0,016288	0,024837	0,0227	0,025495		
0,033222	0,052623	0,05624	0,027303	0,024837	0,018918	0,03799	0,022864		
0,038319	0,032564	0,015794	0,024837	0,046704	0,019247	0,045718	0,022864		
0,041114	0,031249	0,015465	0,026974	0,014315	0,013492	0,03651	0,023851		
0,047197	0,029605	0,012999	0,047855	0,021384	0,0090533	0,02681	0,02122		
0,051308	0,065447	0,03799	0,03947	0,021549	0,021549	0,018754	0,026646		
0,055747	0,059364	0,055254	0,024344	0,010533	0,028783	-0,00081153	0,040785		
0,027796	0,0324	0,019576	0,013986	0,026646	0,017274	0,02533	0,046211		
0,030098	0,038812	0,025988	0,060515	0,044073	0,0083956	0,007738	0,012835		
0,032729	0,042265	0,035524	0,031578	0,023357	0,020891	0,023686	0,033715		
0,026317	0,060022	0,06742	0,03388	0,032071	0,037826	0,028125	0,011848		
0,024015	0,050979	0,030592	0,0069159	0,013986	0,043251	0,039305	0,052623		
0,034537	0,046046	0,01267	0,046868	0,016288	0,016452	0,015301	0,022206		
0,036346	0,0324	0,033222	0,01415	0,025166	0,0011614	0,032071	0,037661		
0,033551	0,029934	0,041443	0,018096	0,019576	0,03947	0,049006	0,012013		
0,033058	0,049335	0,048019	0,015465	0,025988	0,055089	0,023851	0,023522		
0,037826	0,038977	0,015465	0,045224	0,038812	0,029934	0,015959	0,025988		
0,041772	0,036675	0,013492	0,0047785	0,036346	0,012342	0,011191	0,039799		
0,045882	0,030427	0,037332	0,020562	0,018589	0,010862	0,022206	0,017438		
